ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"FALSE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" />","<Field Type=\"Text\" DisplayName=\"Department\" Name=\"field_1\" ID=\"{3f140692-3824-49ff-a318-fc3eb11cf549}\" StaticName=\"field_1\" />","<Field Type=\"Text\" DisplayName=\"Expense Type\" Name=\"field_2\" ID=\"{6cae3180-96aa-4656-9636-2ab3e12dcfed}\" StaticName=\"field_2\" />","<Field Type=\"Number\" DisplayName=\"Amount\" Name=\"field_3\" ID=\"{4a0594f6-98de-43eb-8918-af1c1f0e3bd6}\" StaticName=\"field_3\" />","<Field Type=\"Text\" DisplayName=\"Date\" Name=\"field_4\" ID=\"{b3d8c2c6-0aab-4154-9068-06cee7518de0}\" StaticName=\"field_4\" />","<Field Type=\"Text\" DisplayName=\"Location\" Name=\"field_5\" ID=\"{f3bc0e3a-d5e2-44b6-939a-9a03b27d60ee}\" StaticName=\"field_5\" />","<Field Type=\"Text\" DisplayName=\"Project Name\" Name=\"field_6\" ID=\"{2cf6ec90-c493-402b-9afa-5757aab0e868}\" StaticName=\"field_6\" />","<Field Type=\"Text\" DisplayName=\"Vendor\" Name=\"field_7\" ID=\"{1fd1aba8-a35c-4ffc-8e14-62b233b71932}\" StaticName=\"field_7\" />","<Field Type=\"Text\" DisplayName=\"Payment Method\" Name=\"field_8\" ID=\"{a218832c-9d9b-48b7-a596-6fda40b3c6e0}\" StaticName=\"field_8\" />","<Field Type=\"Text\" DisplayName=\"Approval Status\" Name=\"field_9\" ID=\"{168c6ca9-7cfc-4fc0-89f7-d603cff04c3a}\" StaticName=\"field_9\" />","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"Company Name\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(linked to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
"Company Name","Department","Expense Type","Amount","Date","Location","Project Name","Vendor","Payment Method","Approval Status"
"DataWave","Marketing","Utilities","1,708.47","2024-11-22","New York","Apollo","VendorE","Cheque","Approved"
"NetFusion","Finance","Training","423.9","2024-10-14","London","Hermes","VendorA","Cheque","Approved"
"InnoSoft","IT","Software","5,521.65","2024-09-26","New York","Hermes","VendorA","PayPal","Rejected"
"NetFusion","Operations","Consulting","4,362.69","2024-10-30","San Francisco","Hermes","VendorE","PayPal","Rejected"
"NetFusion","R&D","Consulting","5,017.75","2024-11-21","San Francisco","Hermes","VendorB","Bank Transfer","Approved"
"InnoSoft","IT","Consulting","2,014.92","2024-09-22","San Francisco","Zeus","VendorE","Cheque","Rejected"
"InnoSoft","Operations","Salaries","7,432.56","2025-04-15","New York","Orion","VendorA","Credit Card","Rejected"
"DataWave","Marketing","Training","4,963.9","2024-12-24","San Francisco","Hermes","VendorC","Credit Card","Pending"
"InnoSoft","IT","Hardware","1,240.02","2025-07-08","New York","Apollo","VendorB","PayPal","Rejected"
"InnoSoft","Finance","Training","3,285.67","2024-07-27","London","Orion","VendorC","Cheque","Approved"
"NetFusion","Operations","Travel","8,556.47","2025-03-04","Toronto","Orion","VendorD","Bank Transfer","Pending"
"CyberCore","R&D","Software","5,084.48","2025-05-12","Berlin","Orion","VendorB","PayPal","Rejected"
"DataWave","Operations","Utilities","1,693.52","2025-05-03","Berlin","Zeus","VendorA","Credit Card","Approved"
"TechNova","IT","Salaries","5,593.81","2024-12-13","Toronto","Athena","VendorA","Bank Transfer","Pending"
"DataWave","Marketing","Consulting","9,441.79","2025-05-15","New York","Hermes","VendorD","Credit Card","Pending"
"InnoSoft","Operations","Utilities","2,374.21","2024-09-29","New York","Apollo","VendorE","Cheque","Rejected"
"DataWave","HR","Consulting","9,396.72","2025-03-19","San Francisco","Athena","VendorA","PayPal","Approved"
"DataWave","Operations","Hardware","829.65","2025-07-08","Toronto","Orion","VendorA","Cheque","Approved"
"CyberCore","Marketing","Utilities","1,276.48","2024-11-19","Toronto","Hermes","VendorB","Cheque","Approved"
"NetFusion","Operations","Salaries","7,940.97","2025-01-08","Berlin","Hermes","VendorE","Bank Transfer","Rejected"
"InnoSoft","IT","Utilities","5,121.73","2025-01-20","Bangalore","Orion","VendorA","Cheque","Rejected"
"NetFusion","HR","Travel","1,128.83","2024-08-23","Berlin","Orion","VendorE","Cheque","Pending"
"NetFusion","IT","Travel","8,405.5","2024-10-29","Bangalore","Zeus","VendorC","Bank Transfer","Pending"
"InnoSoft","Marketing","Travel","2,762.44","2024-07-16","Toronto","Hermes","VendorE","Bank Transfer","Rejected"
"CyberCore","R&D","Software","6,209.55","2024-09-30","Berlin","Athena","VendorD","Cheque","Approved"
"InnoSoft","Operations","Salaries","4,506.9","2024-11-21","London","Hermes","VendorA","PayPal","Pending"
"InnoSoft","Operations","Hardware","9,699","2024-08-12","Toronto","Zeus","VendorB","Bank Transfer","Pending"
"InnoSoft","IT","Utilities","2,570.27","2025-05-07","Toronto","Athena","VendorD","Bank Transfer","Rejected"
"CyberCore","Marketing","Utilities","6,137.7","2025-01-27","New York","Hermes","VendorE","Bank Transfer","Pending"
"NetFusion","Operations","Salaries","2,529.65","2024-09-16","London","Hermes","VendorE","PayPal","Rejected"
"DataWave","IT","Salaries","2,497.23","2024-08-21","London","Zeus","VendorC","Credit Card","Rejected"
"TechNova","Finance","Hardware","4,863.29","2025-03-10","Bangalore","Hermes","VendorB","PayPal","Approved"
"NetFusion","IT","Salaries","548.32","2024-09-16","Berlin","Apollo","VendorB","PayPal","Approved"
"NetFusion","HR","Consulting","6,123.51","2025-01-03","London","Athena","VendorA","Cheque","Approved"
"TechNova","Finance","Travel","2,770.56","2024-10-23","Toronto","Zeus","VendorD","Credit Card","Approved"
"CyberCore","R&D","Salaries","2,351.73","2024-10-09","New York","Zeus","VendorE","Bank Transfer","Approved"
"NetFusion","R&D","Software","2,724","2024-10-24","Bangalore","Orion","VendorA","Cheque","Rejected"
"TechNova","R&D","Training","1,464.72","2024-07-29","Toronto","Athena","VendorA","Cheque","Rejected"
"DataWave","Finance","Consulting","604.09","2025-04-16","San Francisco","Hermes","VendorC","PayPal","Pending"
"InnoSoft","Operations","Travel","8,388.7","2025-02-04","San Francisco","Zeus","VendorA","Bank Transfer","Approved"
"NetFusion","Finance","Software","2,290.14","2024-08-01","Toronto","Apollo","VendorD","Cheque","Approved"
"DataWave","R&D","Consulting","6,130.88","2024-07-15","London","Apollo","VendorA","Bank Transfer","Approved"
"DataWave","Marketing","Utilities","1,759.14","2024-11-07","London","Apollo","VendorB","Credit Card","Pending"
"DataWave","Marketing","Travel","5,656.64","2024-10-17","New York","Zeus","VendorD","Credit Card","Approved"
"NetFusion","IT","Salaries","633.65","2025-07-03","Berlin","Zeus","VendorC","Credit Card","Pending"
"InnoSoft","Operations","Salaries","1,781.93","2024-09-13","San Francisco","Apollo","VendorE","PayPal","Pending"
"DataWave","Operations","Consulting","3,252.24","2024-12-04","Bangalore","Zeus","VendorC","Bank Transfer","Rejected"
"NetFusion","Finance","Hardware","969.49","2024-09-19","London","Hermes","VendorE","Bank Transfer","Approved"
"NetFusion","Marketing","Software","3,313.46","2024-09-26","Toronto","Apollo","VendorD","Credit Card","Pending"
"NetFusion","Operations","Training","7,327.03","2025-02-10","New York","Hermes","VendorE","Credit Card","Pending"
"InnoSoft","HR","Consulting","4,504.88","2024-12-25","San Francisco","Hermes","VendorB","PayPal","Pending"
"InnoSoft","Finance","Consulting","9,916.01","2025-05-05","New York","Apollo","VendorD","Bank Transfer","Rejected"
"CyberCore","HR","Salaries","1,264.5","2024-11-07","Bangalore","Hermes","VendorE","PayPal","Rejected"
"TechNova","IT","Hardware","6,054.86","2024-10-15","London","Hermes","VendorA","PayPal","Rejected"
"TechNova","HR","Hardware","6,957.42","2025-06-26","Bangalore","Orion","VendorE","Bank Transfer","Rejected"
"CyberCore","Operations","Training","6,556.79","2025-02-14","London","Zeus","VendorE","Bank Transfer","Approved"
"InnoSoft","HR","Hardware","4,898.68","2024-08-03","Bangalore","Apollo","VendorA","Credit Card","Pending"
"CyberCore","IT","Utilities","7,018.34","2025-05-08","Berlin","Orion","VendorB","Cheque","Approved"
"TechNova","R&D","Utilities","5,946.61","2025-03-24","London","Athena","VendorD","Cheque","Approved"
"TechNova","Operations","Hardware","4,120.7","2024-07-14","Toronto","Zeus","VendorA","PayPal","Pending"
"TechNova","Marketing","Utilities","289.32","2024-11-30","Toronto","Athena","VendorC","PayPal","Pending"
"DataWave","HR","Hardware","6,898.68","2025-07-03","New York","Hermes","VendorA","Cheque","Approved"
"InnoSoft","Finance","Consulting","3,396.58","2025-01-21","London","Orion","VendorC","PayPal","Approved"
"TechNova","Operations","Training","2,906.39","2025-06-12","Bangalore","Zeus","VendorA","Bank Transfer","Pending"
"NetFusion","Operations","Software","6,091.67","2025-04-04","New York","Athena","VendorD","Credit Card","Pending"
"DataWave","R&D","Hardware","1,367.4","2025-05-24","London","Zeus","VendorD","PayPal","Rejected"
"TechNova","IT","Travel","366.36","2025-07-09","London","Hermes","VendorD","Bank Transfer","Approved"
"DataWave","HR","Training","3,661.02","2025-01-10","Toronto","Zeus","VendorB","Bank Transfer","Rejected"
"CyberCore","Marketing","Consulting","9,499.24","2025-05-22","Berlin","Hermes","VendorB","PayPal","Approved"
"TechNova","R&D","Utilities","4,268.9","2025-03-26","London","Orion","VendorA","Cheque","Approved"
"NetFusion","Operations","Utilities","7,304.92","2024-11-18","Bangalore","Zeus","VendorA","Bank Transfer","Approved"
"CyberCore","IT","Hardware","778.08","2025-06-13","Bangalore","Athena","VendorB","Cheque","Rejected"
"CyberCore","R&D","Salaries","806.49","2024-12-07","Berlin","Hermes","VendorC","Cheque","Pending"
"CyberCore","Marketing","Hardware","774.42","2025-05-31","Toronto","Orion","VendorD","PayPal","Rejected"
"CyberCore","Finance","Hardware","3,767.55","2025-02-01","New York","Athena","VendorC","Cheque","Rejected"
"CyberCore","Finance","Training","3,873.15","2025-03-03","New York","Hermes","VendorE","Cheque","Approved"
"CyberCore","Operations","Salaries","5,330.34","2024-08-05","London","Athena","VendorB","Cheque","Approved"
"DataWave","R&D","Travel","4,384.23","2025-04-21","Bangalore","Hermes","VendorC","Cheque","Pending"
"NetFusion","HR","Travel","2,556.72","2025-07-05","Berlin","Orion","VendorE","Bank Transfer","Pending"
"CyberCore","HR","Hardware","8,182.45","2024-12-18","New York","Hermes","VendorD","Credit Card","Approved"
"DataWave","HR","Utilities","6,248","2025-03-04","London","Hermes","VendorB","Bank Transfer","Rejected"
"NetFusion","Finance","Hardware","5,967.46","2025-03-10","Berlin","Zeus","VendorD","Credit Card","Approved"
"CyberCore","Finance","Consulting","9,339.41","2025-04-06","Bangalore","Hermes","VendorA","Cheque","Approved"
"InnoSoft","HR","Hardware","7,643.96","2025-05-03","London","Athena","VendorB","Bank Transfer","Pending"
"DataWave","Marketing","Salaries","4,457.42","2025-07-11","Berlin","Hermes","VendorC","Cheque","Rejected"
"InnoSoft","Finance","Utilities","1,341.15","2024-10-19","Toronto","Athena","VendorB","PayPal","Approved"
"CyberCore","HR","Consulting","1,276.88","2024-07-12","Berlin","Hermes","VendorC","PayPal","Pending"
"DataWave","R&D","Training","9,764.61","2024-07-12","Bangalore","Hermes","VendorC","Bank Transfer","Pending"
"NetFusion","Finance","Travel","7,728.98","2025-05-31","Toronto","Apollo","VendorB","Cheque","Rejected"
"TechNova","R&D","Training","7,447.07","2024-10-04","San Francisco","Apollo","VendorC","PayPal","Approved"
"TechNova","Finance","Utilities","7,374.11","2025-05-14","San Francisco","Orion","VendorB","Cheque","Pending"
"DataWave","R&D","Hardware","5,767.47","2025-05-31","London","Hermes","VendorD","Credit Card","Rejected"
"NetFusion","IT","Software","6,604.13","2025-03-12","Toronto","Hermes","VendorD","Cheque","Rejected"
"CyberCore","HR","Travel","1,280.46","2025-05-20","Toronto","Zeus","VendorE","PayPal","Approved"
"NetFusion","Operations","Training","6,083.23","2024-10-22","Bangalore","Hermes","VendorE","PayPal","Approved"
"NetFusion","Finance","Consulting","986.54","2025-04-28","Berlin","Orion","VendorC","Credit Card","Approved"
"NetFusion","Finance","Consulting","553.36","2025-03-08","New York","Hermes","VendorB","PayPal","Rejected"
"NetFusion","Operations","Utilities","1,833.36","2024-12-04","Bangalore","Athena","VendorE","Cheque","Rejected"
"CyberCore","HR","Hardware","1,077.46","2025-06-09","London","Hermes","VendorC","Bank Transfer","Rejected"
"InnoSoft","R&D","Utilities","1,207.42","2024-12-23","Berlin","Hermes","VendorE","PayPal","Approved"
"TechNova","HR","Salaries","545.26","2024-11-14","London","Orion","VendorA","Credit Card","Pending"
"DataWave","Finance","Travel","8,453.88","2025-05-29","Bangalore","Athena","VendorD","PayPal","Rejected"
"DataWave","Marketing","Consulting","6,297.89","2025-05-13","Bangalore","Athena","VendorA","Credit Card","Rejected"
"InnoSoft","IT","Software","1,260.6","2024-11-16","Berlin","Zeus","VendorB","PayPal","Rejected"
"TechNova","Marketing","Salaries","4,750.77","2024-11-19","New York","Orion","VendorD","Bank Transfer","Pending"
"CyberCore","HR","Training","8,958.33","2025-06-26","Berlin","Apollo","VendorC","PayPal","Pending"
"TechNova","Operations","Consulting","7,032.47","2024-12-20","San Francisco","Zeus","VendorC","Bank Transfer","Pending"
"DataWave","Operations","Hardware","5,838.64","2024-11-17","Bangalore","Apollo","VendorC","PayPal","Rejected"
"NetFusion","HR","Travel","6,308.13","2025-03-15","Berlin","Apollo","VendorB","PayPal","Approved"
"NetFusion","R&D","Hardware","1,854.18","2024-07-12","Berlin","Hermes","VendorD","Cheque","Pending"
"TechNova","Finance","Consulting","8,424.44","2025-03-22","Berlin","Zeus","VendorD","PayPal","Rejected"
"DataWave","Finance","Travel","7,840.24","2025-04-09","London","Orion","VendorB","Credit Card","Rejected"
"NetFusion","Marketing","Hardware","9,368.79","2025-06-11","London","Zeus","VendorC","Cheque","Rejected"
"TechNova","Operations","Travel","1,636.91","2024-08-24","San Francisco","Apollo","VendorE","Credit Card","Rejected"
"CyberCore","IT","Training","5,602.75","2024-07-14","Toronto","Apollo","VendorA","PayPal","Rejected"
"DataWave","IT","Hardware","846.54","2024-09-14","Bangalore","Orion","VendorE","Cheque","Pending"
"DataWave","R&D","Training","5,353.97","2025-05-19","Bangalore","Zeus","VendorB","PayPal","Pending"
"InnoSoft","IT","Travel","9,548.66","2024-11-21","London","Zeus","VendorA","PayPal","Rejected"
"InnoSoft","Marketing","Hardware","1,724.93","2024-10-24","Berlin","Athena","VendorE","Cheque","Approved"
"NetFusion","HR","Software","3,764.66","2025-05-28","Toronto","Zeus","VendorC","Bank Transfer","Approved"
"NetFusion","R&D","Salaries","7,373.47","2025-06-30","San Francisco","Athena","VendorB","Bank Transfer","Pending"
"TechNova","Operations","Travel","6,305.74","2025-03-27","Berlin","Athena","VendorA","Bank Transfer","Pending"
"DataWave","IT","Utilities","1,410.67","2024-08-26","London","Hermes","VendorB","Bank Transfer","Pending"
"TechNova","Marketing","Software","8,899.76","2025-04-28","London","Athena","VendorE","PayPal","Approved"
"InnoSoft","Marketing","Software","9,162.45","2024-12-22","Berlin","Zeus","VendorD","Bank Transfer","Rejected"
"InnoSoft","Operations","Hardware","2,470.82","2025-01-15","Berlin","Zeus","VendorB","Credit Card","Pending"
"TechNova","IT","Training","9,466.15","2025-02-15","Toronto","Apollo","VendorA","Credit Card","Approved"
"CyberCore","HR","Hardware","4,178.33","2025-07-07","Bangalore","Zeus","VendorA","PayPal","Rejected"
"DataWave","Finance","Travel","7,199.76","2025-04-29","Bangalore","Apollo","VendorB","Bank Transfer","Approved"
"CyberCore","Finance","Consulting","1,827.9","2024-09-29","Toronto","Athena","VendorA","Bank Transfer","Pending"
"CyberCore","IT","Travel","8,419.44","2025-03-18","New York","Hermes","VendorB","PayPal","Pending"
"TechNova","HR","Hardware","7,738.34","2025-02-24","Bangalore","Zeus","VendorB","Credit Card","Approved"
"DataWave","Operations","Utilities","7,613.73","2025-06-16","New York","Zeus","VendorC","Bank Transfer","Rejected"
"InnoSoft","R&D","Utilities","9,241.75","2024-11-30","Bangalore","Orion","VendorC","PayPal","Pending"
"CyberCore","Operations","Hardware","9,521.79","2024-12-19","Bangalore","Apollo","VendorD","Cheque","Pending"
"InnoSoft","Operations","Utilities","5,414.05","2024-07-30","New York","Hermes","VendorB","Credit Card","Approved"
"InnoSoft","Marketing","Salaries","9,197.98","2024-07-12","San Francisco","Hermes","VendorE","Cheque","Rejected"
"NetFusion","Marketing","Training","6,405.22","2024-08-14","Toronto","Athena","VendorC","PayPal","Rejected"
"CyberCore","Marketing","Salaries","3,185.02","2024-10-21","Bangalore","Hermes","VendorB","Credit Card","Pending"
"DataWave","Operations","Consulting","2,354.35","2024-08-02","London","Athena","VendorC","PayPal","Rejected"
"CyberCore","Marketing","Travel","9,197.9","2025-04-29","San Francisco","Apollo","VendorE","Credit Card","Approved"
"TechNova","Marketing","Travel","2,250.52","2025-02-04","Toronto","Apollo","VendorD","Cheque","Rejected"
"InnoSoft","Operations","Utilities","1,274.2","2024-12-30","Toronto","Orion","VendorA","PayPal","Pending"
"DataWave","Operations","Consulting","2,534.19","2025-03-26","New York","Athena","VendorC","Cheque","Approved"
"DataWave","R&D","Consulting","7,889.11","2024-12-29","Berlin","Zeus","VendorD","Credit Card","Rejected"
"InnoSoft","Finance","Travel","8,926.69","2024-11-13","New York","Hermes","VendorE","Cheque","Rejected"
"InnoSoft","HR","Utilities","7,844.06","2025-05-16","New York","Apollo","VendorB","Credit Card","Approved"
"TechNova","HR","Salaries","2,234.51","2025-03-20","Bangalore","Orion","VendorD","Cheque","Approved"
"InnoSoft","R&D","Hardware","6,026.18","2025-03-04","Bangalore","Hermes","VendorB","Cheque","Approved"
"NetFusion","R&D","Software","1,872.93","2024-09-28","Berlin","Hermes","VendorD","Bank Transfer","Rejected"
"TechNova","Marketing","Consulting","4,708.17","2025-04-14","Toronto","Zeus","VendorD","Cheque","Rejected"
"DataWave","Finance","Salaries","1,578.14","2024-12-16","New York","Hermes","VendorD","Bank Transfer","Rejected"
"CyberCore","Finance","Travel","5,854.77","2024-12-31","Toronto","Hermes","VendorC","Cheque","Pending"
"TechNova","Operations","Consulting","7,434.07","2025-02-28","London","Hermes","VendorE","Bank Transfer","Approved"
"InnoSoft","Finance","Utilities","2,319.53","2025-03-04","New York","Zeus","VendorE","Bank Transfer","Pending"
"CyberCore","Operations","Training","9,599.04","2024-12-19","Bangalore","Zeus","VendorD","Cheque","Rejected"
"CyberCore","Marketing","Consulting","131.81","2024-08-29","New York","Zeus","VendorA","Bank Transfer","Pending"
"InnoSoft","IT","Salaries","7,689.23","2025-05-30","London","Zeus","VendorD","Bank Transfer","Pending"
"TechNova","Marketing","Software","2,822.63","2024-11-19","Berlin","Apollo","VendorC","Cheque","Approved"
"InnoSoft","Marketing","Hardware","2,841.94","2025-06-15","Bangalore","Apollo","VendorD","Credit Card","Approved"
"NetFusion","HR","Salaries","9,859.5","2025-07-05","San Francisco","Apollo","VendorD","Credit Card","Rejected"
"CyberCore","IT","Hardware","1,277.88","2025-01-31","San Francisco","Athena","VendorE","Bank Transfer","Approved"
"DataWave","R&D","Hardware","2,921.22","2025-07-04","Toronto","Apollo","VendorB","Bank Transfer","Pending"
"TechNova","R&D","Consulting","7,877.38","2025-04-07","Berlin","Zeus","VendorA","Bank Transfer","Pending"
"CyberCore","Marketing","Hardware","7,668.95","2025-02-18","Bangalore","Orion","VendorB","Bank Transfer","Pending"
"InnoSoft","IT","Salaries","4,883.66","2024-08-15","New York","Hermes","VendorE","Cheque","Pending"
"DataWave","Operations","Training","3,228.21","2025-03-25","Toronto","Apollo","VendorB","Credit Card","Pending"
"DataWave","Finance","Training","1,718.92","2025-01-16","New York","Apollo","VendorA","Bank Transfer","Pending"
"TechNova","Finance","Consulting","4,419.2","2024-12-18","San Francisco","Zeus","VendorD","Bank Transfer","Pending"
"InnoSoft","R&D","Software","9,383.61","2024-09-10","Toronto","Apollo","VendorB","Credit Card","Rejected"
"NetFusion","Finance","Travel","7,816.47","2025-04-26","London","Orion","VendorD","Bank Transfer","Pending"
"DataWave","HR","Training","2,831.87","2025-03-21","New York","Apollo","VendorC","Cheque","Approved"
"TechNova","Finance","Training","2,713.39","2024-09-01","San Francisco","Hermes","VendorE","PayPal","Approved"
"TechNova","Marketing","Travel","9,809.23","2025-02-18","Berlin","Hermes","VendorD","Bank Transfer","Rejected"
"InnoSoft","Operations","Consulting","5,009.69","2024-11-12","Toronto","Apollo","VendorC","Cheque","Rejected"
"NetFusion","IT","Travel","2,494.66","2025-07-10","San Francisco","Apollo","VendorE","Cheque","Rejected"
"TechNova","Operations","Hardware","9,909.01","2024-07-26","New York","Athena","VendorB","Cheque","Rejected"
"NetFusion","Operations","Utilities","3,692.47","2025-03-12","Toronto","Zeus","VendorD","Bank Transfer","Rejected"
"DataWave","HR","Utilities","7,099.12","2024-12-20","Berlin","Athena","VendorE","Bank Transfer","Approved"
"CyberCore","Marketing","Training","7,526.02","2025-06-12","Bangalore","Hermes","VendorA","Credit Card","Approved"
"NetFusion","Operations","Software","6,105.47","2025-01-28","Toronto","Zeus","VendorD","PayPal","Pending"
"DataWave","R&D","Utilities","9,764.15","2025-04-17","Toronto","Zeus","VendorC","PayPal","Approved"
"InnoSoft","Finance","Utilities","1,906.38","2024-12-10","Toronto","Hermes","VendorC","PayPal","Approved"
"InnoSoft","Marketing","Utilities","8,952.68","2024-12-12","San Francisco","Orion","VendorD","Bank Transfer","Pending"
"CyberCore","Marketing","Software","6,499.47","2024-08-18","Berlin","Zeus","VendorD","PayPal","Rejected"
"DataWave","Finance","Training","4,617.85","2025-06-23","Toronto","Apollo","VendorA","Credit Card","Pending"
"NetFusion","HR","Salaries","5,946.42","2024-09-01","New York","Apollo","VendorB","Cheque","Rejected"
"TechNova","Marketing","Salaries","133.47","2024-10-30","San Francisco","Orion","VendorE","Credit Card","Rejected"
"NetFusion","Marketing","Training","8,722.46","2024-12-28","San Francisco","Hermes","VendorD","Credit Card","Approved"
"DataWave","Marketing","Travel","3,677.81","2024-11-24","Bangalore","Orion","VendorE","Credit Card","Pending"
"NetFusion","Operations","Software","9,698.99","2025-02-10","New York","Hermes","VendorD","PayPal","Approved"
"TechNova","Finance","Hardware","4,902","2025-05-17","Toronto","Hermes","VendorD","PayPal","Approved"
"CyberCore","HR","Consulting","5,596","2025-04-18","Bangalore","Apollo","VendorC","PayPal","Approved"
"TechNova","Finance","Salaries","2,224.78","2024-10-05","London","Athena","VendorC","PayPal","Approved"
"CyberCore","R&D","Travel","2,630.49","2025-03-22","New York","Orion","VendorE","Credit Card","Approved"
"DataWave","Finance","Salaries","5,311.17","2025-04-04","Berlin","Zeus","VendorE","PayPal","Rejected"
"CyberCore","HR","Consulting","3,134","2025-07-03","Bangalore","Zeus","VendorD","Cheque","Pending"
"DataWave","Finance","Utilities","142.88","2025-01-31","Berlin","Orion","VendorE","Credit Card","Rejected"
"CyberCore","Finance","Training","9,418.24","2024-12-18","Berlin","Athena","VendorD","Credit Card","Rejected"
"TechNova","IT","Consulting","7,245.98","2025-06-22","San Francisco","Hermes","VendorE","Credit Card","Pending"
"TechNova","R&D","Hardware","7,818.83","2025-01-06","Berlin","Athena","VendorA","PayPal","Pending"
"DataWave","Operations","Software","7,065.67","2025-05-09","Berlin","Orion","VendorD","Cheque","Approved"
"TechNova","IT","Consulting","2,697.11","2024-09-29","Bangalore","Apollo","VendorB","Cheque","Rejected"
"InnoSoft","Finance","Software","5,023.52","2024-12-05","London","Orion","VendorC","Bank Transfer","Rejected"
"TechNova","HR","Utilities","1,920.51","2024-12-12","London","Hermes","VendorA","Cheque","Approved"
"CyberCore","Operations","Utilities","1,458.51","2025-01-25","New York","Zeus","VendorC","Cheque","Pending"
"DataWave","Operations","Hardware","9,672.62","2025-04-21","Bangalore","Zeus","VendorB","Credit Card","Pending"
"CyberCore","HR","Utilities","8,347.3","2024-12-02","London","Apollo","VendorD","Credit Card","Approved"
"CyberCore","Marketing","Utilities","6,286.97","2025-04-17","New York","Apollo","VendorE","Credit Card","Pending"
"CyberCore","Operations","Utilities","4,177.23","2025-04-22","San Francisco","Athena","VendorE","Credit Card","Rejected"
"DataWave","HR","Travel","4,351.32","2025-02-06","Bangalore","Apollo","VendorA","PayPal","Approved"
"CyberCore","IT","Travel","7,287.36","2025-02-07","London","Zeus","VendorA","Cheque","Approved"
"InnoSoft","IT","Salaries","3,224.31","2025-06-26","San Francisco","Hermes","VendorA","Bank Transfer","Approved"
"TechNova","Operations","Travel","4,897.01","2025-04-30","New York","Athena","VendorC","PayPal","Rejected"
"DataWave","Operations","Consulting","6,366.39","2025-02-09","London","Hermes","VendorB","Cheque","Rejected"
"TechNova","Finance","Salaries","9,783.75","2024-10-02","London","Athena","VendorB","Credit Card","Rejected"
"DataWave","Finance","Software","6,753.88","2024-12-16","San Francisco","Athena","VendorB","Cheque","Rejected"
"InnoSoft","Operations","Training","4,253.19","2024-12-21","Berlin","Athena","VendorE","Credit Card","Approved"
"CyberCore","Operations","Salaries","5,539.68","2025-05-07","New York","Hermes","VendorE","Cheque","Approved"
"InnoSoft","IT","Travel","2,150.82","2025-04-18","San Francisco","Athena","VendorC","PayPal","Pending"
"CyberCore","R&D","Training","6,444.08","2024-12-07","Toronto","Orion","VendorA","Cheque","Rejected"
"InnoSoft","Operations","Consulting","7,299.36","2024-10-25","London","Apollo","VendorE","Cheque","Pending"
"NetFusion","Marketing","Consulting","4,867.18","2024-09-18","Toronto","Apollo","VendorC","Bank Transfer","Rejected"
"DataWave","Marketing","Salaries","4,609.87","2025-05-20","Bangalore","Athena","VendorC","PayPal","Pending"
"InnoSoft","R&D","Hardware","9,814.59","2025-03-08","New York","Athena","VendorB","Bank Transfer","Approved"
"NetFusion","HR","Consulting","3,899.95","2024-11-12","Bangalore","Zeus","VendorC","Credit Card","Rejected"
"NetFusion","Operations","Travel","8,198.08","2024-09-30","New York","Orion","VendorB","Cheque","Rejected"
"TechNova","Marketing","Consulting","4,571.99","2025-04-24","London","Orion","VendorA","Cheque","Approved"
